inf,-1.570796370506286621e+00
inf,-1.564660447217713690e+00
inf,-1.558524523929140537e+00
inf,-1.552388600640567606e+00
inf,-1.546252677351994453e+00
inf,-1.540116754063421523e+00
inf,-1.533980830774848370e+00
inf,-1.527844907486275439e+00
inf,-1.521708984197702508e+00
inf,-1.515573060909129355e+00
inf,-1.509437137620556424e+00
inf,-1.503301214331983271e+00
inf,-1.497165291043410340e+00
inf,-1.491029367754837409e+00
inf,-1.484893444466264256e+00
inf,-1.478757521177691325e+00
inf,-1.472621597889118172e+00
inf,-1.466485674600545241e+00
inf,-1.460349751311972089e+00
inf,-1.454213828023399158e+00
inf,-1.448077904734826227e+00
inf,-1.441941981446253074e+00
inf,-1.435806058157680143e+00
inf,-1.429670134869106990e+00
inf,-1.423534211580534059e+00
inf,-1.417398288291960906e+00
inf,-1.411262365003387975e+00
inf,-1.405126441714815044e+00
inf,-1.398990518426241891e+00
inf,-1.392854595137668960e+00
inf,-1.386718671849095808e+00
inf,-1.380582748560522877e+00
inf,-1.374446825271949724e+00
inf,-1.368310901983376793e+00
6.389999985694885254e-01,-1.362174978694803862e+00
inf,-1.356039055406230709e+00
inf,-1.349903132117657778e+00
inf,-1.343767208829084625e+00
inf,-1.337631285540511694e+00
inf,-1.331495362251938541e+00
inf,-1.325359438963365610e+00
inf,-1.319223515674792679e+00
inf,-1.313087592386219526e+00
inf,-1.306951669097646596e+00
inf,-1.300815745809073665e+00
inf,-1.294679822520500512e+00
inf,-1.288543899231927359e+00
inf,-1.282407975943354428e+00
inf,-1.276272052654781497e+00
inf,-1.270136129366208344e+00
inf,-1.264000206077635413e+00
inf,-1.257864282789062482e+00
inf,-1.251728359500489329e+00
inf,-1.245592436211916398e+00
inf,-1.239456512923343245e+00
inf,-1.233320589634770315e+00
inf,-1.227184666346197162e+00
inf,-1.221048743057624231e+00
inf,-1.214912819769051300e+00
inf,-1.208776896480478147e+00
inf,-1.202640973191905216e+00
inf,-1.196505049903332063e+00
inf,-1.190369126614759132e+00
inf,-1.184233203326185979e+00
inf,-1.178097280037613048e+00
inf,-1.171961356749040117e+00
inf,-1.165825433460466964e+00
inf,-1.159689510171894034e+00
inf,-1.153553586883320881e+00
inf,-1.147417663594747950e+00
inf,-1.141281740306174797e+00
inf,-1.135145817017601866e+00
inf,-1.129009893729028935e+00
inf,-1.122873970440455782e+00
inf,-1.116738047151882851e+00
inf,-1.110602123863309698e+00
inf,-1.104466200574736767e+00
inf,-1.098330277286163614e+00
inf,-1.092194353997590683e+00
inf,-1.086058430709017752e+00
inf,-1.079922507420444600e+00
inf,-1.073786584131871669e+00
inf,-1.067650660843298738e+00
inf,-1.061514737554725585e+00
inf,-1.055378814266152432e+00
inf,-1.049242890977579501e+00
inf,-1.043106967689006570e+00
inf,-1.036971044400433417e+00
inf,-1.030835121111860486e+00
inf,-1.024699197823287555e+00
inf,-1.018563274534714402e+00
inf,-1.012427351246141249e+00
